area_type,availability,location,society,bhk,sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Sarjapur  Road,Ceiti I,2,1197,2,1,56.86
Super built-up  Area,18-Jul,Hosa Road,Mahesr ,2,1161,2,1,55.15
Super built-up  Area,18-Jul,Hosa Road,Mahesr ,2,1161,2,1,55.15
Super built-up  Area,18-Jul,Hosa Road,Mahesr ,2,1161,2,1,55.15
Super built-up  Area,18-Dec,Hosa Road,Mahesr ,2,1161,2,1,55.15
Super built-up  Area,18-Jul,Hosa Road,Mahesr ,3,1726,3,2,81.99
Super built-up  Area,18-Sep,Hosa Road,Mahesr ,3,1726,3,2,81.99
Super built-up  Area,Ready To Move,Srirampura,MVmesle,4,2736,4,,130
Built-up  Area,Ready To Move,Mahaganapathy Nagar,Vaodak ,2,1410,2,3,67
Super built-up  Area,18-Nov,Govindpura,,3,1639,3,1,77.89
Super built-up  Area,Ready To Move,Malleshpalya,A idse ,2,1052,2,2,50
Super built-up  Area,18-May,KR Puram,TGasyhu,3,1482,,,70.445
Super built-up  Area,Ready To Move,Seegehalli,Niowshi,3,1683,3,3,80
Super built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,2,1035,2,2,49.2
Super built-up  Area,Ready To Move,Sarjapur  Road,,3,1220,3,2,58
Super built-up  Area,Ready To Move,Sarjapur  Road,,3,1220,3,2,58
Built-up  Area,Ready To Move,Samethanahalli,SPontna,2,799,2,1,38
Built-up  Area,Ready To Move,Kalyan nagar,SLnorMa,2,820,2,0,39
Super built-up  Area,Ready To Move,Nagarbhavi,,3,1850,2,2,88
Super built-up  Area,Ready To Move,Nagarbhavi,,3,1850,3,2,88
Super built-up  Area,Ready To Move,Devasthanagalu,CMhidal,2,946,2,2,45
Built-up  Area,Ready To Move,Kundalahalli,,2,1030,2,2,49
Super built-up  Area,18-Nov,Thanisandra,,3,1588,3,1,75.55
Super built-up  Area,Ready To Move,Electronics City Phase 1,Courf T,2,1113.27,2,2,53
Built-up  Area,Ready To Move,Whitefield,JahanSa,2,735,2,1,35
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Deade A,2,945,2,1,45
Built-up  Area,Ready To Move,Gottigere,Skvasa ,2,945,2,0,45
Super built-up  Area,Ready To Move,Hoodi,Sulla S,2,1050,2,2,50
Built-up  Area,Ready To Move,Vidyaranyapura,DSestil,2,1050,2,1,50
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,ShtalCr,2,1050,2,1,50
Super built-up  Area,Ready To Move,Old Airport Road,,2,1050,2,2,50
Super built-up  Area,Ready To Move,Kallumantapa,SMncyy ,2,1050,2,2,50
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Srayai ,2,1050,2,1,50
Super built-up  Area,Ready To Move,Gunjur,MyhtsHe,2,1071,2,1,51
Super built-up  Area,Ready To Move,Whitefield,,2,1155,2,2,55
Super built-up  Area,Ready To Move,Jalahalli East,ShshaSa,3,1260,2,1,60
Super built-up  Area,Ready To Move,Somasundara Palya,Srhts P,2,1260,2,1,60
Super built-up  Area,Ready To Move,Hormavu,Naandit,3,1365,2,2,65
Built-up  Area,Ready To Move,Jai Bheema Nagar,Sancyra,3,1470,2,2,70
Plot  Area,Ready To Move,Harsha Layout,,4,2100,6,3,100
Built-up  Area,Ready To Move,1st Block HBR Layout,,4,3150,4,2,150
Plot  Area,18-Oct,Whitefield,,3,1200,3,2,57.15
Built-up  Area,Ready To Move,"Varthur Road, ",,3,1595,3,2,76
Super built-up  Area,Ready To Move,Gottigere,,2,1280,2,1,61
Super built-up  Area,18-Nov,manyata park,,3,1780,3,1,84.83
Built-up  Area,Ready To Move,CV Raman Nagar,,2,1028,2,1,49
Built-up  Area,Ready To Move,Coconut Grove Layout,,2,1007,2,2,48
Super built-up  Area,Ready To Move,Doddathoguru,SRanail,3,1783,3,3,85
Super built-up  Area,Ready To Move,Billekahalli,Dintsmi,2,1090,2,3,52
Super built-up  Area,Ready To Move,Kengeri Satellite Town,,3,1635,2,,78
Super built-up  Area,Ready To Move,Sahakara Nagar,KPhtsei,2,1048,2,3,50
Super built-up  Area,Ready To Move,Whitefield,PaantPl,3,1530,3,3,73
Plot  Area,Ready To Move,7th Phase JP Nagar,,3,2200,4,2,105
Super built-up  Area,21-Jun,Tumkur Road,Coowsri,3,1210,3,0,57.76
Super built-up  Area,19-Nov,Thanisandra,Bhe 2ko,3,1634,3,3,78
Super built-up  Area,18-Jul,Sarjapur  Road,,2,1194,2,1,57
Super built-up  Area,Ready To Move,Murugeshpalya,PintsAp,3,1550,3,2,74
Super built-up  Area,Ready To Move,TC Palaya,,2,1152,2,2,55
Super built-up  Area,Ready To Move,Silver Springs Layout,SaMTBai,3,1885,3,3,90
Super built-up  Area,Ready To Move,Kaggadasapura,Frides ,2,1110,2,3,53
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,3,1843,3,2,88
Super built-up  Area,Ready To Move,Kacharakanahalli,,2,1256,2,1,60
Super built-up  Area,Ready To Move,Kacharakanahalli,,2,1256,2,1,60
Super built-up  Area,Ready To Move,Dasanapura,Tavenew,3,1286,3,2,61.44
Super built-up  Area,Ready To Move,Electronic City,GMown E,3,1360,2,1,64.99
Super built-up  Area,Ready To Move,Kundalahalli,Rasom B,2,1010,2,1,48.27
Super built-up  Area,18-Aug,Devanahalli,Derdsig,2,1360,2,1,65
Built-up  Area,Ready To Move,Narayana Nagar 1st Block,,3,1360,2,2,65
Super built-up  Area,Ready To Move,Motappa Layout,Puodse ,3,1360,2,1,65
Super built-up  Area,Ready To Move,Electronic City,GMown E,2,1025,2,1,49
Built-up  Area,Ready To Move,Shingapura,,3,1255,2,1,60
Super built-up  Area,Ready To Move,Hormavu,,2,1065,2,1,50.92
Super built-up  Area,Ready To Move,Bannerghatta Road,Amarere,2,1150,2,2,55
Super built-up  Area,Ready To Move,Whitefield,SrireSo,2,1150,2,2,55
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,3,1150,2,1,55
Super built-up  Area,Ready To Move,Hormavu,ElavuHo,2,1150,2,2,55
Built-up  Area,Ready To Move,Whitefield,SNadeAr,2,1150,2,0,55
Super built-up  Area,Ready To Move,Hebbal,,2,1150,2,1,55
Super built-up  Area,21-May,Kanakpura Road,GolusLi,3,1938,3,3,92.69
Built-up  Area,Ready To Move,1st Stage Indira Nagar,,2,1400,2,1,67
Super built-up  Area,Ready To Move,Pai Layout,Tencyes,3,1400,2,3,67
Built-up  Area,Ready To Move,Electronic City Phase II,Shrds O,4,3500,,,167.5
Super built-up  Area,18-Jan,Whitefield,Suhamra,2,1170,2,1,56
Plot  Area,18-Dec,Whitefield,,3,1500,3,1,71.8
Super built-up  Area,18-Sep,KR Puram,MCnexva,2,1070,2,0,51.22
Plot  Area,18-Apr,Bannerghatta,,4,940,4,2,45
Super built-up  Area,Ready To Move,Hennur,Shateor,2,1295,2,1,62
Super built-up  Area,Ready To Move,Kanakpura Road,Hahtsya,3,1420,3,3,68
Super built-up  Area,Ready To Move,Chandapura,,2,877,2,3,42
Built-up  Area,Ready To Move,Brookefield,Goodsrb,4,3675,4,3,176
Built-up  Area,Ready To Move,Yelahanka,NCowsar,3,1712,3,3,82
Super built-up  Area,Ready To Move,Kodichikkanahalli,,3,1190,2,2,57
Super built-up  Area,Ready To Move,Whitefield,GClmsun,2,1190,2,3,57
Super built-up  Area,Ready To Move,Tindlu,Shmolti,3,1357,2,2,65
Super built-up  Area,Ready To Move,Yelahanka,,2,1075,2,1,51.5
Super built-up  Area,Ready To Move,Hormavu,,2,1030,2,1,49.35
Super built-up  Area,Ready To Move,Bellandur,BhreeBa,3,2400,3,2,115
Super built-up  Area,Ready To Move,NRI Layout,,3,1565,2,2,75
Super built-up  Area,19-Aug,Begur Road,Pruthg ,4,2462,6,0,118
Super built-up  Area,Ready To Move,Sarjapur  Road,,2,1210,2,2,58
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,3,1210,2,1,58
Super built-up  Area,Ready To Move,Mahadevpura,,1,730,1,1,35
Super built-up  Area,Ready To Move,Rayasandra,,3,1314,2,2,63
Built-up  Area,Ready To Move,7th Phase JP Nagar,Kaiew L,3,1460,3,1,70
Super built-up  Area,Ready To Move,Banashankari,Ajacea ,2,1460,2,3,70
Built-up  Area,Ready To Move,Devasthanagalu,Grmes L,3,1460,3,2,70
Super built-up  Area,18-Sep,KR Puram,MCnexva,3,1310,,,62.81
Super built-up  Area,Ready To Move,Marathahalli,,2,1220,2,1,58.5
Super built-up  Area,Ready To Move,Pattandur Agrahara,ARvasV ,2,1247,2,1,59.8
Super built-up  Area,Ready To Move,Hegde Nagar,Golmsn ,3,1835,3,3,88
Super built-up  Area,Ready To Move,Hegde Nagar,Golmsn ,3,1835,3,3,88
Super built-up  Area,Ready To Move,Whitefield,,2,1230,2,2,59
Built-up  Area,19-Dec,"Hoodi Circle, ",,1,813,1,1,39
Super built-up  Area,Ready To Move,Jakkur,Paurt C,3,1355,2,2,65
Super built-up  Area,Ready To Move,Mysore Road,,2,1020,2,2,48.95
Super built-up  Area,Ready To Move,Mysore Road,,2,1020,2,1,48.95
Super built-up  Area,Ready To Move,Mysore Road,,3,1340,2,2,64.31
Super built-up  Area,Ready To Move,Mysore Road,,3,1340,2,3,64.31
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,NDpalSe,2,1146,2,3,55
Super built-up  Area,19-Sep,Jakkur,Ceezey ,3,1761,3,1,84.52
Super built-up  Area,Ready To Move,Doddabele,,2,750,2,1,36
Built-up  Area,Ready To Move,Kengeri,VBvenal,2,750,2,1,36
Built-up  Area,Ready To Move,Hoodi,Macanr ,2,1000,2,2,48
Super built-up  Area,Ready To Move,Yelahanka New Town,,3,1000,2,1,48
Super built-up  Area,Ready To Move,5th Phase JP Nagar,Maodser,2,1000,2,0,48
Built-up  Area,Ready To Move,Jaladarsini Layout,DiaveEn,2,1000,2,2,48
Super built-up  Area,Ready To Move,Kundalahalli,Rasom B,2,1120,2,1,53.76
Built-up  Area,Ready To Move,Bhoganhalli,Tenceen,2,1125,2,1,54
Super built-up  Area,Ready To Move,Banashankari Stage II,,3,1240,2,2,59.52
Super built-up  Area,18-Mar,Whitefield,Asarqz ,2,1245,2,1,59.76
Super built-up  Area,Ready To Move,Crimson Layout,ARntyne,2,1250,2,2,60
Super built-up  Area,Ready To Move,Austin Town,,2,1250,2,1,60
Super built-up  Area,Ready To Move,JP Nagar,Maarkr ,2,1250,2,2,60
Super built-up  Area,Ready To Move,Hormavu,Atreli ,2,1250,2,2,60
Super built-up  Area,Ready To Move,Banaswadi,,2,1250,2,0,60
Plot  Area,Ready To Move,Veer Sandra,Thessie,3,1500,3,0,72
Super built-up  Area,Ready To Move,Electronics City Phase 1,GaicaVe,3,1750,3,2,84
Plot  Area,Ready To Move,Yelahanka,,5,2500,3,1,120
Built-up  Area,Ready To Move,Kaggadasapura,,3,2500,5,1,120
Plot  Area,Ready To Move,Gottigere,,4,2500,3,2,120
Built-up  Area,Ready To Move,Vadarpalya,,5,2500,5,2,120
Super built-up  Area,18-Apr,Whitefield,Asarqz ,3,1496,2,1,71.81
Super built-up  Area,17-Oct,Whitefield,Asarqz ,2,1277,2,1,61.3
Super built-up  Area,18-Apr,Munnekollal,Sadhii ,3,1385,2,2,66.5
Super built-up  Area,Ready To Move,Banaswadi,,2,1145,2,2,55
Super built-up  Area,Ready To Move,B Narayanapura,,2,1020,2,1,49
Super built-up  Area,Ready To Move,Marathahalli,,3,1530,3,2,73.5
Super built-up  Area,18-May,Kanakpura Road,NellsKo,2,1155,2,1,55.5
Super built-up  Area,18-Jul,Devanahalli,Cerdsga,3,1290,2,1,62
Super built-up  Area,Ready To Move,Billekahalli,,3,1290,3,3,62
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,3,1550,3,2,74.5
Super built-up  Area,Ready To Move,Kothanur,,3,1581,3,3,76
Super built-up  Area,Ready To Move,Kothanur,,3,1581,3,3,76
Super built-up  Area,Ready To Move,Kothanur,,3,1583,3,3,76.1
Super built-up  Area,Ready To Move,Harlur,,2,936,2,1,45
Super built-up  Area,Ready To Move,KR Puram,Hivesdr,2,1040,2,2,50
Super built-up  Area,Ready To Move,CV Raman Nagar,JKmesHo,2,1040,2,1,50
Built-up  Area,Ready To Move,Ramamurthy Nagar,Foghaa ,2,1040,2,2,50
Super built-up  Area,Ready To Move,Hebbal,Ratlet ,2,1040,2,1,50
Super built-up  Area,18-Dec,Hennur Road,Inaxyga,2,1040,2,2,50
Super built-up  Area,Ready To Move,Jigani,DLhtsen,3,1352,3,1,65
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,2,1404,2,1,67.5
Built-up  Area,Ready To Move,Munnekollal,DaniaNe,3,1560,3,3,75
Super built-up  Area,Ready To Move,Horamavu Agara,,3,1560,3,2,75
Super built-up  Area,Ready To Move,Marathahalli,,2,950,2,1,45.68
Built-up  Area,19-Dec,Sarjapur,,3,1830,3,1,88
Super built-up  Area,Ready To Move,Kothanur,,3,1580,3,3,76
Built-up  Area,Ready To Move,Horamavu Banaswadi,,2,1081,2,1,52
Super built-up  Area,Ready To Move,Sarjapur  Road,Asncywo,3,1850,3,2,89
Super built-up  Area,Ready To Move,Nagarbhavi,,3,1850,2,2,89
Built-up  Area,Ready To Move,9th Phase JP Nagar,,2,1164,2,1,56
Built-up  Area,Ready To Move,Electronic City,GMown E,2,1060,2,1,51
Super built-up  Area,Ready To Move,Kudlu,GKityel,2,1143,2,1,55
Built-up  Area,Ready To Move,"Varthur Road, ",,2,1330,2,1,64
Super built-up  Area,Ready To Move,Marathahalli,,3,1385,2,2,66.65
Super built-up  Area,Ready To Move,Electronic City,MDonta ,2,1039,2,1,50
Carpet  Area,Ready To Move,Anantapura,Grare S,3,1600,3,2,77
Super built-up  Area,19-Dec,Old Madras Road,SheldGr,2,935,2,1,45
Super built-up  Area,19-Dec,Old Madras Road,SheldGr,2,935,2,1,45
Super built-up  Area,Ready To Move,Hulimavu,,2,935,2,3,45
Super built-up  Area,Ready To Move,Whitefield,Brony H,3,1870,3,2,90
Super built-up  Area,Ready To Move,Whitefield,Brony H,3,1870,3,2,90
Built-up  Area,Ready To Move,Brookefield,Goodsrb,4,3532,3,3,170
Super built-up  Area,Ready To Move,Whitefield,Viaree ,2,1205,2,2,58
Built-up  Area,Ready To Move,Whitefield,Viaree ,2,1205,2,2,58
Super built-up  Area,Ready To Move,Devanahalli,Brrds O,2,1080,2,1,52
Built-up  Area,Ready To Move,Sompura,Suiseit,3,1350,3,1,65
Built-up  Area,Ready To Move,1st Stage Domlur,,3,1350,2,2,65
Super built-up  Area,Ready To Move,Nagashetty Halli,,2,1350,2,2,65
Built-up  Area,Ready To Move,Arehalli,,3,1350,2,2,65
Built-up  Area,Ready To Move,8th Phase JP Nagar,,4,2700,4,2,130
Super built-up  Area,21-Feb,Kanakpura Road,PrarePa,3,1100,3,1,52.97
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,3,1100,2,1,52.97
Super built-up  Area,Ready To Move,KR Puram,Gasom B,2,1204,2,2,58
Super built-up  Area,18-May,Ashirvad Colony,,2,1100,2,,53
Super built-up  Area,21-Dec,Kanakpura Road,,3,1100,3,2,53
Super built-up  Area,20-Dec,Judicial Layout,PrarePa,3,1100,2,1,53
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,3,1100,3,2,53
Super built-up  Area,20-Dec,Kanakpura Road,PrarePa,3,1100,2,1,53
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,3,1100,3,2,53
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,3,1100,3,2,53
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",,3,1100,3,2,53
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,3,1100,3,2,53
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,3,1100,3,2,53
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,2,1255,2,0,60.48
Built-up  Area,18-Feb,Gunjur Palya,BDectou,2,830,2,2,40
Super built-up  Area,Ready To Move,KR Puram,AeisePV,2,1245,2,1,60
Carpet  Area,Ready To Move,Kudlu,,3,1245,2,1,60
Super built-up  Area,Ready To Move,Kodbisanhalli,Seityen,2,1245,1,3,60
Super built-up  Area,Ready To Move,Bannerghatta Road,,3,1660,3,3,80
Super built-up  Area,Ready To Move,Akshaya Vana,Daganva,2,1141,2,1,55
Super built-up  Area,18-Nov,Kengeri,VBn 2lm,2,726,2,1,35
Built-up  Area,Ready To Move,Devi Nagar,,3,1410,3,3,68
Super built-up  Area,21-May,Kanakpura Road,GolusLi,3,1699,3,3,81.94
Super built-up  Area,Ready To Move,Hormavu,Undraro,3,1555,3,2,75
Super built-up  Area,Ready To Move,Electronic City,Palleon,2,995,2,1,48
Super built-up  Area,Ready To Move,Whitefield,Sonviik,2,1140,2,3,55
Super built-up  Area,18-Apr,Munnekollal,Sadhii ,3,1200,2,1,57.9
Super built-up  Area,19-Jul,Ramamurthy Nagar,Vaharvi,2,1200,2,1,57.9
Built-up  Area,Ready To Move,Sector 1 HSR Layout,,3,1720,3,3,83
Super built-up  Area,18-Apr,Marathahalli,,3,1310,3,1,63.22
Super built-up  Area,18-Mar,Hebbal,Arcia S,2,1036,2,1,50
Super built-up  Area,Ready To Move,Kodichikkanahalli,PentyVB,2,1181,2,2,57
Super built-up  Area,Ready To Move,HSR Layout,SrisePo,3,1844,3,1,89
Super built-up  Area,Ready To Move, Mysore Highway,,3,1450,2,2,70
Super built-up  Area,17-Jun,Electronics City Phase 1,Shitt S,3,1450,3,1,70
Super built-up  Area,Ready To Move,Marathahalli,,3,1310,3,1,63.25
Super built-up  Area,Ready To Move,Marathahalli,,3,1310,3,1,63.25
Super built-up  Area,Ready To Move,Marathahalli,,3,1310,3,1,63.25
Super built-up  Area,18-Jul,Varthur,Unris E,2,1760,2,1,85
Super built-up  Area,19-Mar,Kasavanhalli,Oca 2 V,3,1646,3,2,79.5
Super built-up  Area,18-May,Kanakpura Road,Wiowsri,2,1180,2,2,57
Super built-up  Area,Ready To Move,Kudlu Gate,Brlms P,3,1656,3,2,80
Super built-up  Area,Ready To Move,Jalahalli West,Prntsax,2,745,2,1,36
Super built-up  Area,Ready To Move,Hennur Road,,3,1552,3,3,75
Super built-up  Area,Ready To Move,Puttanahalli,,2,1076,2,2,52
Super built-up  Area,Ready To Move,Kengeri,,2,1200,2,0,58
Plot  Area,Ready To Move,Kengeri,,2,1200,2,0,58
Built-up  Area,Ready To Move,Anandapura,,2,1200,2,0,58
Super built-up  Area,Ready To Move,Marathahalli,Srconor,2,1200,2,2,58
Plot  Area,Ready To Move,Anandapura,,2,1200,2,1,58
Plot  Area,Ready To Move,AGB Layout,,7,3000,6,3,145
Super built-up  Area,Ready To Move,Rayasandra,MJeusyl,3,1555,3,2,75.17
Plot  Area,Ready To Move,Margondanahalli,,3,1448,3,1,70
Super built-up  Area,Ready To Move,Kothanur,,3,1365,3,3,66
Super built-up  Area,Ready To Move,Marathahalli,,2,1220,2,1,59
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,52
Super built-up  Area,Ready To Move,Hennur,SLureSi,2,1075,2,1,52
Built-up  Area,Ready To Move,Hebbal,Diaveic,2,1075,2,0,52
Built-up  Area,Ready To Move,Hebbal,Arade A,2,1075,2,3,52
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,52
Super built-up  Area,Ready To Move,Sai Gardens,Alivae ,2,1261,2,2,61
Super built-up  Area,Ready To Move,Kothanur,,3,1385,3,3,67
Super built-up  Area,Ready To Move,GB Palya,Ravashw,2,930,2,1,45
Super built-up  Area,Ready To Move,Arekere,Nihtsss,2,1240,2,2,60
Plot  Area,Ready To Move,TC Palaya,Lancy R,2,1240,2,1,60
Super built-up  Area,Ready To Move,Prakruthi Nagar,MSvelek,2,1240,2,2,60
Super built-up  Area,Ready To Move,5th Phase JP Nagar,,3,1240,3,2,60
Super built-up  Area,Ready To Move,Bannerghatta Road,Siaraa ,3,1550,2,2,75
Built-up  Area,Ready To Move,Bhuvaneswari Nagar,RRersow,3,1550,3,1,75
Super built-up  Area,Ready To Move,Hebbal,Arade A,3,1550,2,2,75
Built-up  Area,Ready To Move,5th Phase JP Nagar,,3,1550,3,3,75
Super built-up  Area,Ready To Move,Nehru Nagar,Veyalin,3,1674,3,,81
Super built-up  Area,18-May,Kanakpura Road,Wiowsri,3,1450,2,2,70.18
Super built-up  Area,18-Apr,Marathahalli,,2,1196,2,2,57.9
Super built-up  Area,Ready To Move,Kadugodi,,2,1198,2,2,58
Plot  Area,Ready To Move,Pillahalli,,3,1900,2,,92
Super built-up  Area,18-Mar,9th Phase JP Nagar,HMigond,2,1466,2,2,71
Built-up  Area,Ready To Move,Aishwarya Crystal Layout,GRvasth,2,1053,2,0,51
Super built-up  Area,Ready To Move,Marathahalli,,2,1215,2,2,58.86
Super built-up  Area,Ready To Move,Marathahalli,,2,1215,2,2,58.86
Super built-up  Area,Ready To Move,Kadugodi,RatatHa,1,840,1,0,40.7
Super built-up  Area,Ready To Move,Marathahalli,,2,1196,2,2,57.95
Built-up  Area,Ready To Move,Anand Nagar,,2,1135,2,3,55
Super built-up  Area,18-Jan,Yelahanka,Prensya,2,1362,2,2,66
Super built-up  Area,Ready To Move,Jalahalli East,ShshaSa,3,1300,2,1,63
Super built-up  Area,Ready To Move,Byatarayanapura,,2,1300,2,2,63
Super built-up  Area,Ready To Move,Marathahalli,,3,1200,2,1,58.17
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1444,2,2,70
Super built-up  Area,Ready To Move,Kengeri,,2,1052,2,2,51
Super built-up  Area,Ready To Move,Balaji Gardens Layout,,1,825,2,1,40
Super built-up  Area,Ready To Move,Coffee Board Layout,Tepleee,2,1155,2,3,56
Super built-up  Area,20-Dec,Jakkur,ArndsSk,3,1485,3,2,72
Built-up  Area,Ready To Move,AMS Layout,,3,1650,2,2,80
Built-up  Area,Ready To Move,7th Phase JP Nagar,,3,3300,4,3,160
Built-up  Area,Ready To Move,JP Nagar,,3,3300,4,3,160
Built-up  Area,20-Dec,"Hoodi Circle, ",,3,1629,3,2,79
Super built-up  Area,Ready To Move,Kumaraswami Layout,Mania G,2,1000,2,1,48.5
Super built-up  Area,20-Dec,Jakkur,ArndsSk,2,1100,2,1,53.35
Super built-up  Area,Ready To Move,Nagavarapalya,,2,1134,2,2,55
Super built-up  Area,Ready To Move,Hegde Nagar,Golmsn ,3,1835,3,3,89
Super built-up  Area,18-May,Devanahalli,Derdsig,2,1340,2,1,65
Built-up  Area,Ready To Move,Kanakapura,,2,1340,2,2,65
Super built-up  Area,Ready To Move,Vinayaka Nagar,,2,1340,2,1,65
Super built-up  Area,Ready To Move,Begur,Arera V,3,1443,2,2,70
Super built-up  Area,18-May,Electronics City Phase 1,Shitt S,2,1175,2,1,57
Built-up  Area,Ready To Move,Horamavu Agara,,2,982,2,1,47.65
Super built-up  Area,Ready To Move,Thigalarapalya,Saowsi ,2,1000,2,2,48.53
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Neess P,2,1030,2,1,50
Built-up  Area,Ready To Move,Kengeri Satellite Town,Malowr ,2,1030,2,2,50
Built-up  Area,Ready To Move,Harlur,Spiteid,2,1133,2,1,55
Super built-up  Area,Ready To Move,VGP Layout,AbnceEs,2,1133,2,2,55
Built-up  Area,Ready To Move,Electronic City,Palleon,2,865,2,0,42
Super built-up  Area,Ready To Move,Choodasandra,GRlpank,2,1215,2,2,59
Super built-up  Area,Ready To Move,Kothanur,,3,1462,3,3,71
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1153,2,2,56
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,2,700,2,1,34
Built-up  Area,Ready To Move,ISRO Layout,Foinade,2,1050,2,1,51
Built-up  Area,Ready To Move,Bannerghatta Road,,3,1400,3,,68
Super built-up  Area,Ready To Move,Sarjapur  Road,Contsci,2,1400,2,2,68
Built-up  Area,Ready To Move,Iblur Village,,2,1400,2,2,68
Super built-up  Area,Ready To Move,Kaggadasapura,,3,1400,2,2,68
Super built-up  Area,Ready To Move,Vadarpalya,VMianri,3,1750,3,2,85
Super built-up  Area,Ready To Move,Vishwapriya Layout,Sanumn ,2,1235,2,2,60
Super built-up  Area,Ready To Move,Electronic City,GMown E,2,1070,2,1,52
Super built-up  Area,Ready To Move,Electronic City,GMown E,2,1070,2,1,52
Super built-up  Area,Ready To Move,Kodathi,,2,1070,2,1,52
Super built-up  Area,Ready To Move,Malleshpalya,KencyRe,3,1430,2,1,69.5
Super built-up  Area,18-Apr,Marathahalli,Spows M,2,1152,2,1,56
Built-up  Area,Ready To Move,Vidyaranyapura,DSestil,3,1440,2,0,70
Super built-up  Area,Ready To Move,Bellandur,Goner C,2,1049,2,1,51
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,3,1530,2,2,74.39
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,3,1530,2,2,74.4
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,3,1530,2,2,74.4
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,3,1530,2,2,74.4
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,3,1530,2,2,74.4
Super built-up  Area,Ready To Move,Kothanur,,3,1460,3,3,71
Super built-up  Area,Ready To Move,Bellandur,OriewLa,3,1830,3,3,89
Built-up  Area,Ready To Move,Bellandur,Itnaia ,3,1398,3,1,68
Super built-up  Area,Ready To Move,Nagarbhavi,,3,1850,3,2,90
Super built-up  Area,Ready To Move,Bommanahalli,AxinoCi,3,1850,3,2,90
Super built-up  Area,19-Dec,Hoodi,Caycend,3,1746,3,3,84.95
Super built-up  Area,21-May,Kanakpura Road,GolusLi,3,1500,3,1,72.99
Super built-up  Area,Ready To Move,Kengeri,VBeriav,2,750,2,1,36.5
Built-up  Area,Ready To Move,Electronic City,,3,1500,3,1,73
Super built-up  Area,Ready To Move,GM Palaya,MSuntra,3,1315,3,0,64
Built-up  Area,Ready To Move,Sarjapur  Road,Srntssh,2,1130,2,2,55
Super built-up  Area,Ready To Move,Kothanur,,2,1130,2,2,55
Super built-up  Area,Ready To Move,Gunjur,,3,1356,2,3,66
Super built-up  Area,Ready To Move,Varthur,Caiseur,2,1140,2,3,55.5
Super built-up  Area,Ready To Move,Marathahalli,,2,1026,2,1,49.95
Super built-up  Area,Ready To Move,Marathahalli,,3,1530,3,2,74.5
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,3,1530,2,2,74.5
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,3,1530,2,2,74.5
Super built-up  Area,18-Apr,manyata tech park,,2,1150,2,1,56
Built-up  Area,Ready To Move,Amruthahalli,,2,924,2,1,45
Super built-up  Area,Ready To Move,Kaggadasapura,,3,1540,3,,75
Super built-up  Area,Ready To Move,Marathahalli,,2,1102,2,2,53.67
Super built-up  Area,Ready To Move,Marathahalli,,2,1102,2,2,53.67
Super built-up  Area,18-Apr,Marathahalli,,2,1102,2,2,53.67
Super built-up  Area,18-Apr,Munnekollal,Sadhii ,2,1102,2,2,53.67
Super built-up  Area,18-Apr,Marathahalli,,2,1125,2,1,54.8
Built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2,1170,2,2,57
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,,3,1950,4,3,95
Super built-up  Area,Ready To Move,Jigani,DLhtsen,3,1252,3,3,61
Super built-up  Area,Ready To Move,Padmanabhanagar,Gancy P,2,1067,2,2,52
Super built-up  Area,Ready To Move,Kothanur,,3,1436,3,3,70
Plot  Area,Ready To Move,Margondanahalli,,2,1200,2,1,58.5
Built-up  Area,Ready To Move,Gubbalala,,4,4000,5,1,195
